Creation Time: 2023_5_23-12-19-59
12-19-59 | [INFO] TraderPlusCore - Started !
12-19-59 | [INFO] TraderPlus file exist ! loading...
12-19-59 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-19-59 | [INFO] TraderPlus file exist ! loading...
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-20-0 | [INFO] TraderPlus file exist ! loading...
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-20-0 | [INFO] TraderPlus file exist ! loading...
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-20-0 | [INFO] TraderPlus file exist ! loading...
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusInsuranceConfig.json
12-20-0 | [INFO] TraderPlus file exist ! loading...
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-20-0 | [INFO] TraderPlusServer - Started
12-20-0 | [INFO] TraderPlusBankingCore - Started !
12-20-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
12-20-0 | [INFO] TraderPlusBankingServer - Started
12-20-0 | [INFO] CarLockCore - Started !
12-20-0 | [INFO] CarLockServer - Started
12-20-0 | [INFO] SafeZoneCore - Started !
12-20-0 | [INFO] DEBUG MODE ENABLED
12-20-12 | [INFO] RefreshLifeTimeCargo
12-20-12 | [INFO] RefreshLifeTimeCargo
